metric,indicator,demographic_category,demographic_value,date_type,date_value_start,date_value_end,week,value,unit,description
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-02-27,2022-03-05,9,1,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-03-06,2022-03-12,10,1.2,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-03-13,2022-03-19,11,1.5,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-03-20,2022-03-26,12,2.08,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-03-27,2022-04-02,13,2.74,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-04-03,2022-04-09,14,3.47,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-04-10,2022-04-16,15,3.92,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-04-17,2022-04-23,16,3.79,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-04-24,2022-04-30,17,3.64,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-05-01,2022-05-07,18,3.86,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-05-08,2022-05-14,19,4.14,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-05-15,2022-05-21,20,3.16,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-05-22,2022-05-28,21,2.79,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-05-29,2022-06-04,22,2.33,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-06-05,2022-06-11,23,2.14,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-06-12,2022-06-18,24,1.98,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-06-19,2022-06-25,25,1.75,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-06-26,2022-07-02,26,1.71,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-07-03,2022-07-09,27,1.64,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-07-10,2022-07-16,28,1.22,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-07-17,2022-07-23,29,1.49,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-07-24,2022-07-30,30,1.24,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-07-31,2022-08-06,31,1.46,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-08-07,2022-08-13,32,1.42,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-08-14,2022-08-20,33,1.56,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-08-21,2022-08-27,34,1.23,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-08-28,2022-09-03,35,1.31,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-09-04,2022-09-10,36,1.5,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-09-11,2022-09-17,37,2.16,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-09-18,2022-09-24,38,2.21,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-09-25,2022-10-01,39,2.68,percentage,2021 - 2022
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-10-02,2022-10-08,40,2.84,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-10-09,2022-10-15,41,3.2,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-10-16,2022-10-22,42,3.27,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-10-23,2022-10-29,43,3.77,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-10-30,2022-11-05,44,4.12,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-11-06,2022-11-12,45,4.21,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-11-13,2022-11-19,46,4.46,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-11-20,2022-11-26,47,6.69,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-11-27,2022-12-03,48,8.44,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-12-04,2022-12-10,49,9.84,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-12-11,2022-12-17,50,10.4,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-12-18,2022-12-24,51,9.84,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2022-12-25,2022-12-31,52,7.49,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-01-01,2023-01-07,1,5.04,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-01-08,2023-01-14,2,3.06,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-01-15,2023-01-21,3,2.92,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-01-22,2023-01-28,4,2.47,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-01-29,2023-02-04,5,2.14,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-02-05,2023-02-11,6,2.43,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-02-12,2023-02-18,7,2.32,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-02-19,2023-02-25,8,2.26,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-02-26,2023-03-04,9,1.89,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-03-05,2023-03-11,10,1.79,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-03-12,2023-03-18,11,2.01,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-03-19,2023-03-25,12,2.3,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-03-26,2023-04-01,13,2.42,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-04-02,2023-04-08,14,2.27,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-04-09,2023-04-15,15,2.2,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-04-16,2023-04-22,16,2.13,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-04-23,2023-04-29,17,1.59,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-04-30,2023-05-06,18,1.92,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-05-07,2023-05-13,19,1.79,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-05-14,2023-05-20,20,1.78,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-05-21,2023-05-27,21,1.71,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-05-28,2023-06-03,22,1.78,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-06-04,2023-06-10,23,1.53,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-06-11,2023-06-17,24,1.54,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-06-18,2023-06-24,25,1.43,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-06-25,2023-07-01,26,1.2,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-07-02,2023-07-08,27,1.12,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-07-09,2023-07-15,28,1.1,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-07-16,2023-07-22,29,1,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-07-23,2023-07-29,30,0.92,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-07-30,2023-08-05,31,1.13,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-08-06,2023-08-12,32,1.1,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-08-13,2023-08-19,33,1.06,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-08-20,2023-08-26,34,0.98,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-08-27,2023-09-02,35,1.22,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-09-03,2023-09-09,36,1.4,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-09-10,2023-09-16,37,1.33,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-09-17,2023-09-23,38,1.48,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-09-24,2023-09-30,39,1.62,percentage,2022 - 2023
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-10-01,2023-10-07,40,1.73,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-10-08,2023-10-14,41,1.83,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-10-15,2023-10-21,42,2.24,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-10-22,2023-10-28,43,2.29,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-10-29,2023-11-04,44,2.67,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-11-05,2023-11-11,45,3.1,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-11-12,2023-11-18,46,3.01,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-11-19,2023-11-25,47,3.3,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-11-26,2023-12-02,48,3.62,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-12-03,2023-12-09,49,4.04,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-12-10,2023-12-16,50,4.7,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-12-17,2023-12-23,51,5.79,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-12-24,2023-12-30,52,6.68,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2023-12-31,2024-01-06,1,5.65,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-01-07,2024-01-13,2,4.98,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-01-14,2024-01-20,3,4.32,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-01-21,2024-01-27,4,4.72,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-01-28,2024-02-03,5,4.74,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-02-04,2024-02-10,6,5.27,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-02-11,2024-02-17,7,5.39,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-02-18,2024-02-24,8,5.23,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-02-25,2024-03-02,9,4.61,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-03-03,2024-03-09,10,4.19,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-03-10,2024-03-16,11,3.76,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-03-17,2024-03-23,12,3.46,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-03-24,2024-03-30,13,3.8,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-03-31,2024-04-06,14,3.38,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-04-07,2024-04-13,15,3.42,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-04-14,2024-04-20,16,2.54,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-04-21,2024-04-27,17,2.05,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-04-28,2024-05-04,18,2.18,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-05-05,2024-05-11,19,2.09,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-05-12,2024-05-18,20,1.54,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-05-19,2024-05-25,21,1.68,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-05-26,2024-06-01,22,1.43,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-06-02,2024-06-08,23,1.12,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-06-09,2024-06-15,24,1.06,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-06-16,2024-06-22,25,0.79,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-06-23,2024-06-29,26,0.88,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-06-30,2024-07-06,27,1.09,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-07-07,2024-07-13,28,0.85,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-07-14,2024-07-20,29,0.9,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-07-21,2024-07-27,30,0.69,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-07-28,2024-08-03,31,0.8,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-08-04,2024-08-10,32,0.92,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-08-11,2024-08-17,33,0.84,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-08-18,2024-08-24,34,0.74,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-08-25,2024-08-31,35,0.81,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-09-01,2024-09-07,36,0.84,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-09-08,2024-09-14,37,1.06,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-09-15,2024-09-21,38,1.23,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-09-22,2024-09-28,39,1.11,percentage,2023 - 2024
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-09-29,2024-10-05,40,0.98,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-10-06,2024-10-12,41,1.42,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-10-13,2024-10-19,42,1.32,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-10-20,2024-10-26,43,1.67,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-10-27,2024-11-02,44,1.61,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-11-03,2024-11-09,45,1.76,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-11-10,2024-11-16,46,1.64,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-11-17,2024-11-23,47,1.81,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-11-24,2024-11-30,48,1.89,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-12-01,2024-12-07,49,2.13,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-12-08,2024-12-14,50,2.29,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-12-15,2024-12-21,51,3.14,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-12-22,2024-12-28,52,4.13,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2024-12-29,2025-01-04,1,5.23,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-01-05,2025-01-11,2,5.11,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-01-12,2025-01-18,3,7.05,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-01-19,2025-01-25,4,9.82,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-01-26,2025-02-01,5,10.98,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-02-02,2025-02-08,6,11.93,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-02-09,2025-02-15,7,10.17,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-02-16,2025-02-22,8,7.31,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-02-23,2025-03-01,9,5.3,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-03-02,2025-03-08,10,4.27,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-03-09,2025-03-15,11,3.64,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-03-16,2025-03-22,12,2.67,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-03-23,2025-03-29,13,2.55,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-03-30,2025-04-05,14,2.42,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-04-06,2025-04-12,15,2.67,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-04-13,2025-04-19,16,2.26,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-04-20,2025-04-26,17,1.81,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-04-27,2025-05-03,18,1.22,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-05-04,2025-05-10,19,1.04,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-05-11,2025-05-17,20,0.99,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-05-18,2025-05-24,21,1,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-05-25,2025-05-31,22,0.93,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-06-01,2025-06-07,23,0.83,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-06-08,2025-06-14,24,0.76,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-06-15,2025-06-21,25,0.79,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-06-22,2025-06-28,26,0.85,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-06-29,2025-07-05,27,0.5,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-07-06,2025-07-12,28,0.59,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-07-13,2025-07-19,29,0.61,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-07-20,2025-07-26,30,0.61,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-07-27,2025-08-02,31,0.52,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-08-03,2025-08-09,32,0.6,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-08-10,2025-08-16,33,0.63,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-08-17,2025-08-23,34,0.65,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-08-24,2025-08-30,35,0.72,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-08-31,2025-09-06,36,0.52,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-09-07,2025-09-13,37,0.93,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-09-14,2025-09-20,38,0.9,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-09-21,2025-09-27,39,1.07,percentage,2024 - 2025
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-09-28,2025-10-04,40,0.97,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-10-05,2025-10-11,41,0.88,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-10-12,2025-10-18,42,0.74,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-10-19,2025-10-25,43,1.11,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-10-26,2025-11-01,44,1.07,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-11-02,2025-11-08,45,1.07,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-11-09,2025-11-15,46,1.33,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-11-16,2025-11-22,47,1.65,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-11-23,2025-11-29,48,2.15,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-11-30,2025-12-06,49,2.67,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-12-07,2025-12-13,50,4.35,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-12-14,2025-12-20,51,7.32,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-12-21,2025-12-27,52,11.4,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2025-12-28,2026-01-03,53,10.33,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-01-04,2026-01-10,1,7.82,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-01-11,2026-01-17,2,4.98,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-01-18,2026-01-24,3,3.81,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-01-25,2026-01-31,4,2.78,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-02-01,2026-02-07,5,2.9,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-02-08,2026-02-14,6,2.67,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-02-15,2026-02-21,7,2.94,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-02-22,2026-02-28,8,2.61,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-03-01,2026-03-07,9,2.38,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-03-08,2026-03-14,10,2.67,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-03-15,2026-03-21,11,3.01,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-03-22,2026-03-28,12,3.06,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-03-29,2026-04-04,13,2.79,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-04-05,2026-04-11,14,2.38,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-04-12,2026-04-18,15,1.97,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-04-19,2026-04-25,16,1.53,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-04-26,2026-05-02,17,1.3,percentage,2025 - 2026
Influenza,ILI ED Visits,ili ed visits, ,Weekly,2026-05-03,2026-05-09,18,1.28,percentage,2025 - 2026
